title,director1,director2,domestic,distributor,release,genre,runtime,rating,budget,worldwide,actor1,actor2,actor3,actor4,actor5,actor6,producer1,producer2,producer3,producer4,producer5,producer6,writer1,writer2,composer1,composer2
Bad Company,Joel Schumacher,N/A,"$43,760,800",Buena Vista,"June 7, 2002",Action Comedy,1 hrs. 57 min.,PG-13,$70 million,"$65,977,295",Anthony Hopkins,Chris Rock,John Slattery*,Michael Ealy*,N/A,N/A,Jerry Bruckheimer,Clayton Townsend,N/A,N/A,N/A,N/A,N/A,N/A,Trevor Rabin,N/A
Bad Company (1995),N/A,N/A,"$7,121,600",Buena Vista,"January 20, 1995",Crime Thriller,1 hrs. 48 min.,R,N/A,N/A,Laurence Fishburne,Frank Langella,N/A,N/A,N/A,N/A,Jeffrey Chernov,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Carter Burwell,N/A
Bad Dreams,Andrew Fleming,N/A,"$20,094,800",Fox,"April 8, 1988",Unknown,1 hrs. 20 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gale Anne Hurd,N/A,N/A,N/A,N/A,N/A,Andrew Fleming,N/A,N/A,N/A
Bad Education,Pedro Almodovar,N/A,"$6,916,800",Sony Classics,"November 19, 2004",Foreign,1 hrs. 49 min.,NC-17,$5 million,"$40,273,930",Gael Garcia Bernal,N/A,N/A,N/A,N/A,N/A,Pedro Almodovar,N/A,N/A,N/A,N/A,N/A,Pedro Almodovar,N/A,Alberto Iglesias,N/A
Bad Girls,N/A,N/A,"$30,736,100",Fox,"April 22, 1994",Western,1 hrs. 39 min.,R,N/A,N/A,Drew Barrymore,N/A,N/A,N/A,N/A,N/A,Lynda Obst,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jerry Goldsmith,N/A
Bad Influence,Curtis Hanson,N/A,"$25,162,500",Triumph,"March 9, 1990",Thriller,1 hrs. 39 min.,R,N/A,N/A,Rob Lowe,David Duchovny*,N/A,N/A,N/A,N/A,Bernie Goldmann,Steve Tisch,N/A,N/A,N/A,N/A,David Koepp,N/A,Trevor Jones,N/A
The Bad Kids,N/A,N/A,"$6,000",FilmRise,"December 16, 2016",Documentary,1 hrs. 41 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bad Lieutenant,N/A,N/A,"$4,062,700",Aries Films,"November 20, 1992",Crime Drama,1 hrs. 36 min.,NC-17,N/A,"$2,019,469",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bad Lieutenant:<br/>Port of Call New Orleans,Werner Herzog,N/A,"$1,870,700",First Look,"November 20, 2009",Crime Drama,2 hrs. 1 min.,R,$25 million,"$10,589,102",Nicolas Cage,Eva Mendes,Val Kilmer,N/A,N/A,N/A,Nicolas Cage,Randall Emmett,George Furla,N/A,N/A,N/A,N/A,N/A,Mark Isham,N/A
Bad Manners,N/A,N/A,"$57,000",Phaedra,"October 9, 1998",Unknown,1 hrs. 28 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,John Davis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bad Medicine,N/A,N/A,"$6,377,000",Fox,"November 22, 1985",Unknown,1 hrs. 38 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bad Milo!,N/A,N/A,"$19,800",Magnolia,"October 4, 2013",Horror Comedy,1 hrs. 24 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bad Moms,Jon Lucas,Scott Moore,"$112,154,200",STX Entertainment,"July 29, 2016",Comedy,1 hrs. 41 min.,R,$20 million,"$179,357,297",Mila Kunis,Kristen Bell,Christina Applegate,Jada Pinkett-Smith,Clark Duke,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jon Lucas,Scott Moore,N/A,N/A
Bad Moon,N/A,N/A,"$2,013,100",Warner Bros.,"November 1, 1996",Horror,1 hrs. 19 min.,R,N/A,"$1,055,525",N/A,N/A,N/A,N/A,N/A,N/A,Gary Barber,James G. Robinson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Bad News Bears,N/A,N/A,"$127,484,300",Paramount,"April 7, 1976",Sports Comedy,1 hrs. 42 min.,PG,N/A,"$32,211,330",Jackie Earle Haley,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bad News Bears,Richard Linklater,N/A,"$43,226,200",Paramount,"July 22, 2005",Sports Comedy,1 hrs. 51 min.,PG-13,$35 million,"$34,252,847",Billy Bob Thornton,Greg Kinnear,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Glenn Ficarra,John Requa,Ed Shearmur,N/A
The Bad News Bears Go to Japan,N/A,N/A,"$25,551,200",Paramount,"June 2, 1978",Sports Comedy,1 hrs. 32 min.,PG,N/A,N/A,Jackie Earle Haley,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Bad News Bears in Breaking Training,N/A,N/A,"$72,219,600",Paramount,"July 29, 1977",Sports Comedy,1 hrs. 39 min.,PG,N/A,N/A,Jackie Earle Haley,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bad Santa,N/A,N/A,"$83,412,300",Dimension Films,"November 26, 2003",Crime Comedy,1 hrs. 33 min.,R,$23 million,"$76,488,889",Tony Cox,Billy Bob Thornton,Bernie Mac,N/A,N/A,N/A,Ethan Coen,Joel Coen,N/A,N/A,N/A,N/A,Glenn Ficarra,John Requa,David Kitay,N/A
Bad Santa 2,Mark S. Waters,N/A,"$17,055,400",Broad Green Pictures,"November 23, 2016",Comedy,1 hrs. 27 min.,R,$26 million,"$17,782,178",Kathy Bates,Tony Cox,Billy Bob Thornton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bad Teacher,Jake Kasdan,N/A,"$105,771,900",Sony / Columbia,"June 24, 2011",Comedy,1 hrs. 29 min.,R,$20 million,"$216,197,492",Cameron Diaz,Jason Segel,Justin Timberlake,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bad Words,Jason Bateman,N/A,"$7,916,200",Focus Features,"March 14, 2014",Comedy,1 hrs. 28 min.,R,N/A,N/A,Jason Bateman,N/A,N/A,N/A,N/A,N/A,Jason Bateman,Mason Novick,N/A,N/A,N/A,N/A,Andrew Dodge,N/A,Rolfe Kent,N/A
Badland,N/A,N/A,"$2,400",ArcAngelo Entertainment,"November 30, 2007",Drama,2 hrs. 40 min.,R,N/A,"$25,309",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Badlapur,N/A,N/A,"$424,800",Eros,"February 20, 2015",Foreign,2 hrs. 8 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Badmaash Company,N/A,N/A,N/A,Yash Raj,"May 7, 2010",Drama,2 hrs. 24 min.,Not Yet Rated,N/A,"$64,398",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Badrinath Ki Dulhania,N/A,N/A,"$1,885,500",FIP,"March 10, 2017",Romantic Comedy,1 hrs. 47 min.,Unrated,N/A,"$25,134,131",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Bag Man,N/A,N/A,"$59,900",Cinedigm Entertainment,"February 28, 2014",Crime Drama,1 hrs. 48 min.,R,N/A,N/A,John Cusack,Robert DeNiro,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bagdad Cafe,N/A,N/A,"$7,357,900",Island Pictures,"April 22, 1988",Unknown,1 hrs. 32 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Baggage Claim,N/A,N/A,"$21,776,200",Fox Searchlight,"September 27, 2013",Romantic Comedy,1 hrs. 36 min.,PG-13,N/A,"$22,456,509",Paula Patton,Derek Luke,Boris Kodjoe,Adam Brody,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Aaron Zigman,N/A
Baghban,N/A,N/A,"$1,480,200",Eros,"October 3, 2003",Foreign,N/A,Unrated,N/A,"$7,885,479",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Baghead,Jay Duplass,Mark Duplass,"$164,500",Sony Classics,"June 13, 2008",Horror Comedy,1 hrs. 24 min.,R,N/A,N/A,Greta Gerwig,N/A,N/A,N/A,N/A,N/A,Jay Duplass,Mark Duplass,N/A,N/A,N/A,N/A,Jay Duplass,Mark Duplass,N/A,N/A
Bailey's Billions,N/A,N/A,"$59,200",Echo Bridge Entertainment,"August 5, 2005",Family Comedy,1 hrs. 30 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Baise-Moi,N/A,N/A,"$625,900",Winstar,"September 15, 2000",Foreign,1 hrs. 17 min.,Unrated,N/A,"$420,224",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bait,Antoine Fuqua,N/A,"$23,968,600",Warner Bros.,"September 15, 2000",Action Comedy,1 hrs. 59 min.,R,$51 million,"$15,471,969",Jamie Foxx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tony Gilroy,N/A,Mark Mancina,N/A
Bajatey Raho,N/A,N/A,"$59,600",Eros,"July 26, 2013",Foreign,1 hrs. 50 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bajirao Mastani,N/A,N/A,"$6,373,700",Eros,"December 18, 2015",Drama,2 hrs. 30 min.,Unrated,N/A,"$6,557,047",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bajrangi Bhaijaan,N/A,N/A,"$8,356,400",Eros,"July 17, 2015",Drama,2 hrs. 43 min.,Unrated,N/A,"$8,178,001",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Ballad of Bering Strait,N/A,N/A,"$2,000",Emerging Pictures,"February 19, 2003",Documentary,1 hrs. 38 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Ballad of Gregorio Cortez,N/A,N/A,"$2,154,200",Embassy,"August 19, 1983",Unknown,1 hrs. 44 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Ballad of Jack and Rose,N/A,N/A,"$936,700",IFC,"March 25, 2005",Drama,2 hrs. 0 min.,R,N/A,"$916,051",Daniel Day-Lewis,Paul Dano,N/A,N/A,N/A,N/A,Graham King,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Ballad of Little Jo,N/A,N/A,"$1,105,900",Fine Line,"August 20, 1993",Western,2 hrs. 1 min.,R,N/A,N/A,Ian McKellen,Melissa Leo,N/A,N/A,N/A,N/A,John Sloss,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Ballad of Ramblin' Jack,N/A,N/A,"$353,000",Lot 47,"August 16, 2000",Documentary,1 hrs. 45 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Ballad of the Sad Cafe,N/A,N/A,"$370,200",Angelika,"May 3, 1991",Unknown,1 hrs. 40 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ballast,N/A,N/A,"$91,100",Alluvial Film Company,"October 1, 2008",Drama,1 hrs. 36 min.,Unrated,N/A,"$79,710",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ballerina,N/A,N/A,"$129,400",First Run,"January 16, 2009",Documentary,1 hrs. 20 min.,Unrated,N/A,"$131,460",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Ballerina's Tale,N/A,N/A,"$121,300",IFC,"October 14, 2015",Documentary,1 hrs. 25 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ballet 422,N/A,N/A,"$343,800",Magnolia,"February 6, 2015",Documentary,1 hrs. 12 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ballets Russes,N/A,N/A,"$1,062,100",Zeitgeist,"October 26, 2005",Documentary,1 hrs. 58 min.,Unrated,N/A,"$1,331,363",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ballistic:<br/>Ecks vs. Sever,N/A,N/A,"$20,760,100",Warner Bros.,"September 20, 2002",Action,1 hrs. 31 min.,R,$70 million,"$19,924,033",Antonio Banderas,Lucy Liu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ballot Measure 9,N/A,N/A,"$104,300",Zeitgeist,"March 31, 1995",Documentary,1 hrs. 12 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ballplayer:<br/>Pelotero,N/A,N/A,"$47,900",Strand,"July 13, 2012",Documentary,1 hrs. 12 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Balls of Fury,N/A,N/A,"$40,296,100",Rogue Pictures,"August 29, 2007",Sports Comedy,1 hrs. 30 min.,PG-13,N/A,"$41,098,064",Dan Fogler,Christopher Walken,N/A,N/A,N/A,N/A,Gary Barber,Roger Birnbaum,Jonathan Glickman,Ron Schmidt,N/A,N/A,Thomas Lennon &amp; Ben Garant,N/A,Randy Edelman,N/A
Balls to the Wall,N/A,N/A,"$3,300",Rocky Mountain Pictures,"October 21, 2011",Comedy,N/A,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Balseros,N/A,N/A,"$23,500",7th Art,"July 23, 2003",Documentary,2 hrs. 0 min.,Unrated,N/A,"$16,783",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Balto,Simon Wells,N/A,"$21,752,800",Universal,"December 22, 1995",Animation,1 hrs. 14 min.,G,N/A,N/A,Kevin Bacon,N/A,N/A,N/A,N/A,N/A,Kathleen Kennedy,Steven Spielberg,N/A,N/A,N/A,N/A,N/A,N/A,James Horner,N/A
Balzac and the Little Chinese Seamstress,N/A,N/A,"$876,100",Empire,"July 29, 2005",Foreign,1 hrs. 51 min.,Unrated,N/A,"$5,209,555",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bamako,N/A,N/A,"$137,700",New Yorker,"February 14, 2007",Foreign,1 hrs. 55 min.,Unrated,N/A,"$1,059,232",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bambi,N/A,N/A,"$93,666,700",RKO,"August 21, 1942",Animation,1 hrs. 9 min.,G,N/A,"$267,447,150",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bambi (Re-issue) (1947),N/A,N/A,"$46,365,000",RKO,"December 25, 1947",Animation,1 hrs. 9 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bambi (Re-issue) (1957),N/A,N/A,"$99,176,500",Disney,"July 3, 1957",Animation,1 hrs. 9 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bambi (Re-issue) (1966),N/A,N/A,"$69,605,500",Disney,"March 25, 1966",Animation,1 hrs. 9 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bambi (Re-issue) (1975),N/A,N/A,"$82,243,900",Disney,"June 20, 1975",Animation,1 hrs. 9 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bambi (Re-issue) (1982),N/A,N/A,"$65,949,000",Buena Vista,"June 4, 1982",Animation,1 hrs. 9 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bambi (Re-issue) (1988),N/A,N/A,"$80,089,400",Buena Vista,"July 15, 1988",Animation,1 hrs. 9 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bamboozled,Spike Lee,N/A,"$3,558,100",New Line,"October 6, 2000",Comedy,2 hrs. 16 min.,R,N/A,"$2,463,650",Tracy Morgan*,Jada Pinkett-Smith,Damon Wayans,N/A,N/A,N/A,Jon Kilik,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Terence Blanchard,N/A
Band Baaja Baaraat,N/A,N/A,"$46,100",Yash Raj,"December 10, 2010",Foreign,2 hrs. 35 min.,Unrated,N/A,"$104,532",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Band Called Death,N/A,N/A,"$136,800",Drafthouse,"June 28, 2013",Documentary,1 hrs. 36 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Band of Outsiders (2016 re-issue),N/A,N/A,"$36,900",Rialto,"May 6, 2016",Drama,1 hrs. 37 min.,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Band of Outsiders (Re-Issue),N/A,N/A,"$42,700",Rialto,"August 17, 2001",Unknown,1 hrs. 35 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Band of Robbers,N/A,N/A,"$20,200",Gravitas Ventures,"January 15, 2016",Adventure Comedy,1 hrs. 44 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Band of the Hand,N/A,N/A,"$11,056,500",TriStar,"April 11, 1986",Unknown,1 hrs. 49 min.,R,N/A,N/A,John Cameron Mitchell,Laurence Fishburne*,N/A,N/A,N/A,N/A,Michael Mann,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Band's Visit,N/A,N/A,"$3,586,200",Sony Classics,"February 8, 2008",Foreign,1 hrs. 25 min.,PG-13,N/A,"$14,555,884",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bandidas,N/A,N/A,N/A,Fox,"September 22, 2006",Period Adventure,1 hrs. 33 min.,PG-13,N/A,"$18,381,890",Penelope Cruz,Salma Hayek,N/A,N/A,N/A,N/A,Luc Besson,N/A,N/A,N/A,N/A,N/A,Luc Besson,Robert Mark Kamen,N/A,N/A
Bandido,N/A,N/A,"$5,500",Innovation Film Group,"December 10, 2004",Unknown,1 hrs. 39 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bandit Queen,N/A,N/A,"$774,700",Arrow Releasing,"June 30, 1995",Drama,1 hrs. 59 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bandits,Barry Levinson,N/A,"$61,914,200",MGM,"October 12, 2001",Crime Comedy,2 hrs. 3 min.,PG-13,$75 million,"$67,631,903",Bruce Willis,Billy Bob Thornton,Cate Blanchett,January Jones*,N/A,N/A,David Hoberman,Barry Levinson,N/A,N/A,N/A,N/A,N/A,N/A,Christopher Young,N/A
Bandslam,Todd Graff,N/A,"$5,888,600",Summit Entertainment,"August 14, 2009",Comedy,1 hrs. 51 min.,PG,N/A,"$12,225,023",Alyson Michalka,Vanessa Hudgens,Lisa Kudrow,N/A,N/A,N/A,Ron Schmidt,N/A,N/A,N/A,N/A,N/A,Josh A. Cagan,Todd Graff,N/A,N/A
Bandwagon,John Schultz,N/A,"$81,800",Lions Gate,"September 12, 1997",Music Drama,1 hrs. 43 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,John Schultz,N/A,N/A,N/A,N/A,N/A,John Schultz,N/A,N/A,N/A
Bang Bang,N/A,N/A,"$2,656,500",FIP,"October 2, 2014",Foreign / Action,2 hrs. 33 min.,Unrated,N/A,"$42,045,981",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bang Rajan,N/A,N/A,"$33,400",Magnolia,"August 6, 2004",Foreign,1 hrs. 11 min.,R,N/A,"$24,629",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Banger Sisters,N/A,N/A,"$43,974,400",Fox Searchlight,"September 20, 2002",Comedy,1 hrs. 34 min.,R,$10 million,"$38,068,353",Susan Sarandon,Goldie Hawn,Geoffrey Rush,Erika Christensen,N/A,N/A,Mark Johnson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trevor Rabin,N/A
Bangistan,N/A,N/A,"$49,800",Eros,"August 7, 2015",Comedy,2 hrs. 15 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bangkok Dangerous,N/A,N/A,"$17,961,500",Lionsgate,"September 5, 2008",Action / Crime,1 hrs. 40 min.,R,$45 million,"$42,487,390",Nicolas Cage,N/A,N/A,N/A,N/A,N/A,Nicolas Cage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brian Tyler,N/A
Bangkok Revenge,N/A,N/A,"$37,200",China Lion,"September 14, 2012",Foreign / Action,1 hrs. 21 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Banjo,N/A,N/A,"$25,300",Eros,"September 23, 2016",Action Drama,0 hrs. 37 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Bank,N/A,N/A,"$126,800",Cinema Guild,"August 28, 2002",Unknown,1 hrs. 39 min.,Unrated,N/A,"$88,414",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Bank Job,Roger Donaldson,N/A,"$35,294,100",Lionsgate,"March 7, 2008",Crime Thriller,1 hrs. 50 min.,R,N/A,"$64,822,796",Jason Statham,N/A,N/A,N/A,N/A,N/A,Ryan Kavanaugh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bank Robber,N/A,N/A,"$235,900",IRS Media,"December 10, 1993",Unknown,1 hrs. 31 min.,R,N/A,N/A,Forest Whitaker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Baptists at Our Barbecue,N/A,N/A,"$233,200",Halestorm,"October 8, 2004",Comedy,1 hrs. 33 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bar Girls,N/A,N/A,"$1,112,300",Orion Classics,"March 24, 1995",Romantic Comedy,1 hrs. 35 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Baraka,N/A,N/A,"$2,553,900",Samuel Goldwyn,"September 24, 1993",Documentary,1 hrs. 44 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Baraka (re-issue),N/A,N/A,"$113,000",Vitagraph,"August 27, 2002",Documentary,1 hrs. 44 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Baran,N/A,N/A,"$182,700",Miramax,"December 7, 2001",Foreign,1 hrs. 34 min.,PG,N/A,"$125,900",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Barb Wire,N/A,N/A,"$7,235,300",Gramercy,"May 3, 1996",Sci-Fi Action,1 hrs. 38 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Barbara,N/A,N/A,"$1,066,800",Adopt Films,"December 21, 2012",Foreign,1 hrs. 45 min.,PG-13,N/A,"$4,129,250",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Barbarian Invasions,N/A,N/A,"$4,684,000",Miramax,"November 21, 2003",Foreign,1 hrs. 39 min.,R,N/A,"$26,924,656",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Barbarians,N/A,N/A,"$1,724,800",Cannon Films,"May 15, 1987",Unknown,1 hrs. 28 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
